run_id,issue_key,status_name,status_category,entered_at,exited_at,duration_seconds_bh,duration_seconds_24x7,interval_index
4,MEDA-870,Done,Done,2022-06-13T23:06:16.935000+00:00,2025-05-21T15:36:03.182000+00:00,22070163,92680186,62
4,MEDA-870,Done,Done,2025-05-21T15:36:03.182000+00:00,2025-08-29T20:58:14.083003+00:00,2092930,8659330,63
4,MEDA-990,Initial Dev,In Progress,2022-06-09T12:02:00.537000+00:00,2022-06-09T12:02:02.365000+00:00,0,1,64
4,MEDA-990,Content In Progress,In Progress,2022-06-09T12:02:02.365000+00:00,2022-06-09T12:02:04.032000+00:00,0,1,65
4,MEDA-990,Final Dev,In Progress,2022-06-09T12:02:04.032000+00:00,2022-06-09T12:02:06.444000+00:00,0,2,66
4,MEDA-990,Done,Done,2022-06-09T12:02:06.444000+00:00,2025-05-21T15:36:02.817000+00:00,22156562,93065636,67
4,MEDA-990,Done,Done,2025-05-21T15:36:02.817000+00:00,2025-08-29T20:58:14.083003+00:00,2092931,8659331,68
4,MEDA-1230,In Progress,In Progress,2023-04-24T16:22:31.005000+00:00,2023-04-24T16:22:32.879000+00:00,1,1,69
4,MEDA-1230,In Review,In Progress,2023-04-24T16:22:32.879000+00:00,2023-04-24T16:22:34.711000+00:00,1,1,70
4,MEDA-1230,FInal Implementation,In Progress,2023-04-24T16:22:34.711000+00:00,2023-04-24T16:22:36.328000+00:00,1,1,71
4,MEDA-1230,Done,Done,2023-04-24T16:22:36.328000+00:00,2025-05-21T15:36:02.384000+00:00,15606805,65488406,72
4,MEDA-1230,Done,Done,2025-05-21T15:36:02.384000+00:00,2025-08-29T20:58:14.083003+00:00,2092931,8659331,73
4,MEDA-1095,Initial Dev,In Progress,2022-06-14T17:40:47.835000+00:00,2022-06-14T17:40:49.557000+00:00,1,1,74
4,MEDA-1095,Content In Progress,In Progress,2022-06-14T17:40:49.557000+00:00,2022-06-14T17:40:51.853000+00:00,2,2,75
4,MEDA-1095,Final Dev,In Progress,2022-06-14T17:40:51.853000+00:00,2022-06-14T17:40:53.493000+00:00,1,1,76
4,MEDA-1095,Done,Done,2022-06-14T17:40:53.493000+00:00,2025-05-21T15:36:01.944000+00:00,22053307,92613308,77
4,MEDA-1095,Done,Done,2025-05-21T15:36:01.944000+00:00,2025-08-29T20:58:14.083003+00:00,2092932,8659332,78
4,MEDA-2304,Initial Dev,In Progress,2022-06-11T00:40:29.611000+00:00,2022-06-11T00:41:27.307000+00:00,0,57,79
4,MEDA-2304,Content In Progress,In Progress,2022-06-11T00:41:27.307000+00:00,2022-06-11T00:41:29.110000+00:00,0,1,80
4,MEDA-2304,Final Dev,In Progress,2022-06-11T00:41:29.110000+00:00,2022-06-11T00:41:31.036000+00:00,0,1,81
4,MEDA-2304,Done,Done,2022-06-11T00:41:31.036000+00:00,2025-05-21T15:36:01.525000+00:00,22098961,92933670,82
4,MEDA-2304,Done,Done,2025-05-21T15:36:01.525000+00:00,2025-08-29T20:58:14.083003+00:00,2092932,8659332,83
4,MEDA-1339,Initial Dev,In Progress,2022-06-14T00:36:17.514000+00:00,2022-06-14T00:37:43.178000+00:00,0,85,84
4,MEDA-1339,Content In Progress,In Progress,2022-06-14T00:37:43.178000+00:00,2022-06-14T00:37:45.401000+00:00,0,2,85
4,MEDA-1339,Final Dev,In Progress,2022-06-14T00:37:45.401000+00:00,2022-06-14T00:37:47.253000+00:00,0,1,86
4,MEDA-1339,Done,Done,2022-06-14T00:37:47.253000+00:00,2025-05-21T15:36:01.055000+00:00,22070161,92674693,87
4,MEDA-1339,Done,Done,2025-05-21T15:36:01.055000+00:00,2025-08-29T20:58:14.083003+00:00,2092932,8659333,88
4,MEDA-2184,Initial Dev,In Progress,2022-06-08T10:55:41.501000+00:00,2022-06-08T10:55:44.236000+00:00,0,2,89
4,MEDA-2184,Content In Progress,In Progress,2022-06-08T10:55:44.236000+00:00,2022-06-14T19:03:03.181000+00:00,136983,547638,90
4,MEDA-2184,Final Dev,In Progress,2022-06-14T19:03:03.181000+00:00,2022-06-14T19:03:04.312000+00:00,1,1,91
4,MEDA-2184,Done,Done,2022-06-14T19:03:04.312000+00:00,2025-05-21T15:36:00.648000+00:00,22048375,92608376,92
4,MEDA-2184,Done,Done,2025-05-21T15:36:00.648000+00:00,2025-08-29T20:58:14.083003+00:00,2092933,8659333,93
4,MEDA-978,Initial Dev,In Progress,2022-06-13T23:23:52.037000+00:00,2022-06-13T23:23:53.773000+00:00,0,1,94
4,MEDA-978,Content In Progress,In Progress,2022-06-13T23:23:53.773000+00:00,2022-06-13T23:23:55.020000+00:00,0,1,95
4,MEDA-978,Final Dev,In Progress,2022-06-13T23:23:55.020000+00:00,2022-06-13T23:23:57.075000+00:00,0,2,96
4,MEDA-978,Done,Done,2022-06-13T23:23:57.075000+00:00,2025-05-21T15:36:00.226000+00:00,22070160,92679123,97
4,MEDA-978,Done,Done,2025-05-21T15:36:00.226000+00:00,2025-08-29T20:58:14.083003+00:00,2092933,8659333,98
4,MEDA-2064,Initial Dev,In Progress,2022-06-17T17:18:01.140000+00:00,2022-06-17T17:18:04.377000+00:00,3,3,99
4,MEDA-2064,Content In Progress,In Progress,2022-06-17T17:18:04.377000+00:00,2022-06-17T17:18:06.588000+00:00,2,2,100
4,MEDA-2064,Final Dev,In Progress,2022-06-17T17:18:06.588000+00:00,2022-06-17T17:18:09.192000+00:00,2,2,101
4,MEDA-2064,Done,Done,2022-06-17T17:18:09.192000+00:00,2025-05-21T15:35:58.912000+00:00,21968268,92355469,102
4,MEDA-2064,Done,Done,2025-05-21T15:35:58.912000+00:00,2025-08-29T20:58:14.083003+00:00,2092935,8659335,103
4,MEDA-1217,In Progress,In Progress,2022-06-12T12:53:23.363000+00:00,2022-06-12T12:53:25.005000+00:00,0,1,104
4,MEDA-1217,In Review,In Progress,2022-06-12T12:53:25.005000+00:00,2022-06-12T12:53:26.506000+00:00,0,1,105
4,MEDA-1217,FInal Implementation,In Progress,2022-06-12T12:53:26.506000+00:00,2022-06-12T12:53:28.162000+00:00,0,1,106
4,MEDA-1217,Done,Done,2022-06-12T12:53:28.162000+00:00,2025-05-21T15:35:59.799000+00:00,22098959,92803351,107
4,MEDA-1217,Done,Done,2025-05-21T15:35:59.799000+00:00,2025-08-29T20:58:14.083003+00:00,2092934,8659334,108
4,MEDA-2185,In Progress,In Progress,2022-06-15T14:39:56.015000+00:00,2022-06-15T14:40:08.375000+00:00,12,12,109
4,MEDA-2185,In Review,In Progress,2022-06-15T14:40:08.375000+00:00,2023-04-24T15:25:15.591000+00:00,6425106,27045907,110
4,MEDA-2185,FInal Implementation,In Progress,2023-04-24T15:25:15.591000+00:00,2023-04-24T15:25:17.150000+00:00,1,1,111
4,MEDA-2185,Done,Done,2023-04-24T15:25:17.150000+00:00,2025-05-21T15:35:59.390000+00:00,15610241,65491842,112
4,MEDA-2185,Done,Done,2025-05-21T15:35:59.390000+00:00,2025-08-29T20:58:14.083003+00:00,2092934,8659334,113
4,MEDA-1333,Initial Dev,In Progress,2022-06-13T12:31:59.250000+00:00,2022-06-13T12:32:04.299000+00:00,0,5,114
4,MEDA-1333,Content In Progress,In Progress,2022-06-13T12:32:04.299000+00:00,2022-06-13T12:32:06.038000+00:00,0,1,115
4,MEDA-1333,Final Dev,In Progress,2022-06-13T12:32:06.038000+00:00,2022-06-13T12:32:07.540000+00:00,0,1,116
4,MEDA-1333,Done,Done,2022-06-13T12:32:07.540000+00:00,2025-05-21T15:35:58.379000+00:00,22098958,92718230,117
4,MEDA-1333,Done,Done,2025-05-21T15:35:58.379000+00:00,2025-08-29T20:58:14.083003+00:00,2092935,8659335,118
4,MEDA-2420,Initial Dev,In Progress,2022-06-14T17:18:07.677000+00:00,2022-06-14T17:18:09.518000+00:00,1,1,119
4,MEDA-2420,Content In Progress,In Progress,2022-06-14T17:18:09.518000+00:00,2022-06-14T17:18:11.813000+00:00,2,2,120
4,MEDA-2420,Final Dev,In Progress,2022-06-14T17:18:11.813000+00:00,2022-06-14T17:18:26.651000+00:00,14,14,121
4,MEDA-2420,Done,Done,2022-06-14T17:18:26.651000+00:00,2025-05-21T15:35:57.976000+00:00,22054650,92614651,122
4,MEDA-2420,Done,Done,2025-05-21T15:35:57.976000+00:00,2025-08-29T20:58:14.083003+00:00,2092936,8659336,123
